,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.25753,0.16656,0.08487,0.12597,0.37814,0.32949,corporate,0.65748,2022
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.17949,0.21888,0.14251,0.18022,0.41717,0.37172,corporate,0.37626,2022
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.28774,0.15929,0.07372,0.10498,0.37271,0.32132,corporate,0.66017,2022
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.22949,0.18192,0.10253,0.14546,0.38960,0.34243,corporate,0.58976,2022
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.19339,0.20890,0.13159,0.17055,0.40973,0.36372,corporate,0.45045,2022
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.21072,0.19100,0.11328,0.15851,0.39638,0.35030,corporate,0.55453,2022
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.22876,0.18079,0.10169,0.14597,0.38876,0.34181,corporate,0.58668,2022
35,Machinery,272319888399.54382,3330,Manufacturing,-0.21728,0.19144,0.11261,0.15395,0.39670,0.34981,corporate,0.56273,2022
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.23127,0.19496,0.11366,0.14422,0.39933,0.35058,corporate,0.64601,2022
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.16889,0.22149,0.14600,0.18758,0.41912,0.37428,corporate,0.46201,2022
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.22536,0.18863,0.10912,0.14833,0.39460,0.34726,corporate,0.60121,2022
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.14986,0.23119,0.15740,0.20080,0.42636,0.38263,corporate,0.43892,2022
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.17192,0.21732,0.14191,0.18547,0.41601,0.37128,corporate,0.48150,2022
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.20239,0.20383,0.12556,0.16430,0.40595,0.35930,corporate,0.53507,2022
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.47699,0.03152,-0.06505,-0.02656,0.27738,0.21964,corporate,0.94272,2022
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.32031,0.12872,0.04290,0.08234,0.34990,0.29874,corporate,0.69112,2022
44,Support activities for mining,120225750260.04312,2130,Mining,-0.44409,0.05185,-0.04245,-0.00369,0.29255,0.23620,corporate,0.89315,2022
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.20832,0.20710,0.12716,0.16018,0.40839,0.36047,corporate,0.48985,2022
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.22018,0.19240,0.11276,0.15193,0.39741,0.34992,corporate,0.57954,2022
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.33312,0.13496,0.04622,0.07344,0.35456,0.30117,corporate,0.73454,2022
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.36168,0.12422,0.03287,0.05359,0.34654,0.29139,corporate,0.70285,2022
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.11207,0.27211,0.19901,0.22707,0.45689,0.41312,corporate,0.09370,2022
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.46405,0.04071,-0.05508,-0.01757,0.28424,0.22695,corporate,0.91072,2022
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.11174,0.25690,0.18542,0.22730,0.44555,0.40316,corporate,0.29854,2022
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.38838,0.08704,-0.00377,0.03503,0.31880,0.26454,corporate,0.82999,2022
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.50594,0.01517,-0.08347,-0.04668,0.26518,0.20615,corporate,0.96215,2022
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.41883,0.06817,-0.02459,0.01386,0.30473,0.24928,corporate,0.86251,2022
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.37668,0.09447,0.00465,0.04316,0.32435,0.27071,corporate,0.79218,2022
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.25977,0.16725,0.08498,0.12442,0.37865,0.32957,corporate,0.64216,2022
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.47718,0.03192,-0.06476,-0.02669,0.27768,0.21985,corporate,0.94264,2022
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.37596,0.09593,0.00594,0.04366,0.32544,0.27165,corporate,0.79120,2022
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.15701,0.23379,0.15819,0.19584,0.42830,0.38321,corporate,0.42749,2022
60,Utilities,2043224620805.23413,2200,Utilities,-0.50289,0.01626,-0.08211,-0.04456,0.26599,0.20714,corporate,0.96584,2022
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.11823,0.24633,0.17543,0.22279,0.43766,0.39584,corporate,0.32520,2022
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.17169,0.23421,0.14733,0.32438,0.23421,0.25326,non-corporate,0.28915,2022
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.25616,0.17997,0.08671,0.27567,0.17997,0.20017,non-corporate,0.52317,2022
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.35990,0.11942,0.01766,0.21585,0.11942,0.13969,non-corporate,0.72296,2022
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.42100,0.07824,-0.02779,0.18062,0.07824,0.09989,non-corporate,0.79520,2022
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.28174,0.16335,0.06845,0.26092,0.16335,0.18417,non-corporate,0.44654,2022
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.22291,0.20818,0.11681,0.29484,0.20818,0.22653,non-corporate,0.19286,2022
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.46540,0.06341,-0.04770,0.15502,0.06341,0.08245,non-corporate,0.75717,2022
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.35591,0.11997,0.01885,0.21815,0.11997,0.14074,non-corporate,0.64361,2022
70,Construction,416883328410.43872,2300,Construction,-0.27026,0.17501,0.08039,0.26754,0.17501,0.19463,non-corporate,0.38685,2022
71,Educational services,223504007264.40912,6100,Educational services,-0.23664,0.19681,0.10428,0.28692,0.19681,0.21556,non-corporate,0.47142,2022
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.30898,0.14662,0.04934,0.24521,0.14662,0.16744,non-corporate,0.63462,2022
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.19684,0.22114,0.13209,0.30988,0.22114,0.23991,non-corporate,0.24831,2022
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.25149,0.18495,0.09176,0.27836,0.18495,0.20459,non-corporate,0.53221,2022
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.16596,0.23905,0.15242,0.32768,0.23905,0.25771,non-corporate,0.26108,2022
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.29742,0.15518,0.05853,0.25188,0.15518,0.17549,non-corporate,0.62510,2022
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.26049,0.18119,0.08695,0.27318,0.18119,0.20038,non-corporate,0.51382,2022
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.25681,0.18175,0.08801,0.27529,0.18175,0.20131,non-corporate,0.54071,2022
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.25532,0.18246,0.08896,0.27615,0.18246,0.20214,non-corporate,0.50959,2022
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.41785,0.09525,-0.01238,0.18243,0.09525,0.11339,non-corporate,0.65854,2022
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.64819,-0.03534,-0.16218,0.04962,-0.03534,-0.01780,non-corporate,0.88781,2022
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.49005,0.03850,-0.07327,0.14081,0.03850,0.06007,non-corporate,0.88511,2022
83,Information and data processing services,9622690880.85332,5140,Information,-0.40306,0.09987,-0.00613,0.19097,0.09987,0.11886,non-corporate,0.79026,2022
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.22074,0.20524,0.11431,0.29610,0.20524,0.22434,non-corporate,0.43710,2022
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.23844,0.18749,0.09618,0.28589,0.18749,0.20846,non-corporate,0.47306,2022
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.22567,0.19489,0.10456,0.29325,0.19489,0.21580,non-corporate,0.50270,2022
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.17051,0.22826,0.14240,0.32506,0.22826,0.24894,non-corporate,0.34247,2022
88,Wood products,13100141973.28175,3210,Manufacturing,-0.22048,0.19983,0.10974,0.29625,0.19983,0.22034,non-corporate,0.43446,2022
89,Paper products,18990987477.15243,3220,Manufacturing,-0.29984,0.15089,0.05457,0.25048,0.15089,0.17202,non-corporate,0.61423,2022
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.30686,0.14714,0.05015,0.24644,0.14714,0.16815,non-corporate,0.65108,2022
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.24460,0.18739,0.09517,0.28234,0.18739,0.20758,non-corporate,0.40501,2022
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.33844,0.13451,0.03409,0.22823,0.13451,0.15409,non-corporate,0.64919,2022
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.26846,0.16945,0.07571,0.26858,0.16945,0.19053,non-corporate,0.54658,2022
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.25096,0.18306,0.09036,0.27867,0.18306,0.20336,non-corporate,0.45331,2022
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.25466,0.17635,0.08390,0.27654,0.17635,0.19771,non-corporate,0.52684,2022
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.27269,0.16599,0.07203,0.26614,0.16599,0.18731,non-corporate,0.55992,2022
97,Machinery,44994036766.64782,3330,Manufacturing,-0.25441,0.17915,0.08637,0.27668,0.17915,0.19987,non-corporate,0.50626,2022
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.30068,0.16038,0.06271,0.25000,0.16038,0.17915,non-corporate,0.64947,2022
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.22087,0.20005,0.10987,0.29602,0.20005,0.22045,non-corporate,0.43301,2022
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.27570,0.16830,0.07359,0.26440,0.16830,0.18868,non-corporate,0.57181,2022
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.20229,0.21070,0.12212,0.30673,0.21070,0.23118,non-corporate,0.39593,2022
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.22741,0.19469,0.10415,0.29225,0.19469,0.21544,non-corporate,0.47140,2022
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.25141,0.18294,0.09013,0.27841,0.18294,0.20316,non-corporate,0.50461,2022
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.50040,0.02806,-0.08401,0.13484,0.02806,0.05066,non-corporate,0.93949,2022
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.35322,0.12083,0.02004,0.21971,0.12083,0.14178,non-corporate,0.64219,2022
106,Support activities for mining,25044165259.49403,2130,Mining,-0.47284,0.04556,-0.06441,0.15073,0.04556,0.06782,non-corporate,0.88622,2022
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.27650,0.17173,0.07619,0.26395,0.17173,0.19096,non-corporate,0.53316,2022
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.28020,0.16554,0.07031,0.26181,0.16554,0.18580,non-corporate,0.59262,2022
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.39543,0.10375,-0.00159,0.19537,0.10375,0.12284,non-corporate,0.74694,2022
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.41855,0.09361,-0.01401,0.18203,0.09361,0.11196,non-corporate,0.71239,2022
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.18338,0.23373,0.14522,0.31764,0.23373,0.25141,non-corporate,0.09963,2022
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.48341,0.03921,-0.07160,0.14464,0.03921,0.06153,non-corporate,0.89559,2022
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.15350,0.23984,0.15521,0.33487,0.23984,0.26016,non-corporate,0.24400,2022
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.42640,0.07397,-0.03244,0.17750,0.07397,0.09582,non-corporate,0.83635,2022
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.52536,0.01340,-0.10068,0.12044,0.01340,0.03606,non-corporate,0.95932,2022
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.45167,0.05843,-0.04991,0.16294,0.05843,0.08052,non-corporate,0.86411,2022
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.42095,0.07756,-0.02838,0.18065,0.07756,0.09938,non-corporate,0.80698,2022
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.31678,0.14207,0.04409,0.24072,0.14207,0.16285,non-corporate,0.66471,2022
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.50250,0.02686,-0.08540,0.13362,0.02686,0.04944,non-corporate,0.94509,2022
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.41711,0.08049,-0.02525,0.18286,0.08049,0.10212,non-corporate,0.79925,2022
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.22599,0.20001,0.10886,0.29307,0.20001,0.21956,non-corporate,0.46472,2022
122,Utilities,110848021471.32501,2200,Utilities,-0.51832,0.01738,-0.09611,0.12450,0.01738,0.04006,non-corporate,0.95442,2022
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.15003,0.23955,0.15559,0.33687,0.23955,0.26049,non-corporate,0.22415,2022
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.13075,0.25094,0.17743,0.21409,0.44110,0.39731,corporate,0.30738,2022
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.32965,0.12745,0.04026,0.07585,0.34896,0.29680,corporate,0.73460,2022
