,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.12683,0.16016,0.09974,0.18842,0.25987,0.24477,corporate,0.37543,2021
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.21424,0.10657,0.03925,0.12546,0.21265,0.19402,corporate,0.65824,2021
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.16643,0.12957,0.06708,0.15990,0.23292,0.21737,corporate,0.58833,2021
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.13763,0.15195,0.09091,0.18065,0.25264,0.23736,corporate,0.44920,2021
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.15017,0.13852,0.07743,0.17161,0.24081,0.22605,corporate,0.55306,2021
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.16389,0.12984,0.06777,0.16173,0.23316,0.21795,corporate,0.58531,2021
35,Machinery,272319888399.54382,3330,Manufacturing,-0.16075,0.13550,0.07301,0.16399,0.23814,0.22234,corporate,0.56127,2021
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.18346,0.13131,0.06560,0.14764,0.23445,0.21613,corporate,0.64403,2021
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.12718,0.15915,0.09865,0.18817,0.25898,0.24386,corporate,0.46034,2021
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.16958,0.13173,0.06841,0.15763,0.23482,0.21849,corporate,0.59985,2021
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.11563,0.16631,0.10673,0.19649,0.26529,0.25063,corporate,0.43747,2021
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.12560,0.15785,0.09785,0.18931,0.25784,0.24318,corporate,0.47968,2021
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.15348,0.14345,0.08090,0.16923,0.24515,0.22896,corporate,0.53336,2021
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.31954,0.02168,-0.04978,0.04963,0.13784,0.11933,corporate,0.94243,2021
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.22087,0.09168,0.02599,0.12070,0.19953,0.18290,corporate,0.69041,2021
44,Support activities for mining,120225750260.04312,2130,Mining,-0.29992,0.03571,-0.03463,0.06376,0.15020,0.13205,corporate,0.89281,2021
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.14638,0.15071,0.08798,0.17434,0.25154,0.23490,corporate,0.48698,2021
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.15548,0.13951,0.07715,0.16779,0.24168,0.22582,corporate,0.57700,2021
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.24511,0.08775,0.01837,0.10324,0.19607,0.17651,corporate,0.73288,2021
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.26207,0.08011,0.00914,0.09102,0.18932,0.16877,corporate,0.70116,2021
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07658,0.20281,0.14420,0.22462,0.29746,0.28207,corporate,0.09608,2021
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.31130,0.02815,-0.04292,0.05557,0.14353,0.12509,corporate,0.91048,2021
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.07947,0.19105,0.13370,0.22253,0.28709,0.27326,corporate,0.29657,2021
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.26464,0.06112,-0.00734,0.08917,0.17259,0.15494,corporate,0.82894,2021
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.33654,0.01039,-0.06215,0.03738,0.12788,0.10896,corporate,0.96213,2021
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.28359,0.04758,-0.02190,0.07552,0.16066,0.14272,corporate,0.86185,2021
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.25716,0.06644,-0.00148,0.09456,0.17728,0.15985,corporate,0.79150,2021
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.18112,0.12069,0.05695,0.14932,0.22509,0.20887,corporate,0.63996,2021
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.31946,0.02202,-0.04951,0.04969,0.13813,0.11956,corporate,0.94227,2021
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.25680,0.06739,-0.00067,0.09482,0.17812,0.16054,corporate,0.79036,2021
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.11058,0.17245,0.11251,0.20013,0.27071,0.25548,corporate,0.42448,2021
60,Utilities,2043224620805.23413,2200,Utilities,-0.33493,0.01113,-0.06126,0.03855,0.12854,0.10970,corporate,0.96576,2021
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.08682,0.18192,0.12489,0.21724,0.27905,0.26587,corporate,0.32416,2021
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.16575,0.22655,0.15198,0.28526,0.22655,0.23733,non-corporate,0.27502,2021
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.24752,0.17351,0.09357,0.23512,0.17351,0.18480,non-corporate,0.51066,2021
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.34819,0.11574,0.02850,0.17340,0.11574,0.12627,non-corporate,0.71489,2021
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.40602,0.07530,-0.01524,0.13795,0.07530,0.08694,non-corporate,0.79158,2021
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.27216,0.15665,0.07562,0.22002,0.15665,0.16865,non-corporate,0.44654,2021
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.21491,0.20261,0.12429,0.25512,0.20261,0.21243,non-corporate,0.19168,2021
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.44968,0.06430,-0.03108,0.11118,0.06430,0.07269,non-corporate,0.75046,2021
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.34345,0.11585,0.02940,0.17631,0.11585,0.12708,non-corporate,0.63947,2021
70,Construction,416883328410.43872,2300,Construction,-0.26088,0.16941,0.08842,0.22693,0.16941,0.18017,non-corporate,0.38463,2021
71,Educational services,223504007264.40912,6100,Educational services,-0.22869,0.19163,0.11194,0.24667,0.19163,0.20132,non-corporate,0.45116,2021
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.29858,0.14102,0.05773,0.20382,0.14102,0.15256,non-corporate,0.62467,2021
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.19010,0.21437,0.13796,0.27033,0.21437,0.22472,non-corporate,0.24091,2021
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.24344,0.17883,0.09881,0.23763,0.17883,0.18950,non-corporate,0.51794,2021
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.16014,0.23175,0.15730,0.28870,0.23175,0.24211,non-corporate,0.24534,2021
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.28737,0.14994,0.06704,0.21069,0.14994,0.16093,non-corporate,0.61134,2021
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.25160,0.17623,0.09517,0.23263,0.17623,0.18624,non-corporate,0.49635,2021
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.24812,0.17624,0.09567,0.23476,0.17624,0.18668,non-corporate,0.52278,2021
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.24669,0.17665,0.09637,0.23563,0.17665,0.18732,non-corporate,0.49515,2021
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.40496,0.09508,0.00253,0.13860,0.09508,0.10292,non-corporate,0.65269,2021
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.62583,-0.02759,-0.13643,0.00318,-0.02759,-0.02205,non-corporate,0.88646,2021
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.47254,0.03780,-0.05765,0.09716,0.03780,0.04879,non-corporate,0.88275,2021
83,Information and data processing services,9622690880.85332,5140,Information,-0.39089,0.09846,0.00729,0.14723,0.09846,0.10720,non-corporate,0.78312,2021
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.21370,0.19879,0.12065,0.25586,0.19879,0.20915,non-corporate,0.42277,2021
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.23081,0.17931,0.10124,0.24537,0.17931,0.19169,non-corporate,0.46593,2021
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.21844,0.18650,0.10921,0.25296,0.18650,0.19887,non-corporate,0.49105,2021
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.16520,0.21841,0.14497,0.28560,0.21841,0.23102,non-corporate,0.33266,2021
88,Wood products,13100141973.28175,3210,Manufacturing,-0.21335,0.19171,0.11461,0.25608,0.19171,0.20372,non-corporate,0.42534,2021
89,Paper products,18990987477.15243,3220,Manufacturing,-0.29018,0.14440,0.06200,0.20897,0.14440,0.15641,non-corporate,0.60704,2021
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.29705,0.14100,0.05797,0.20476,0.14100,0.15278,non-corporate,0.64214,2021
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.23646,0.18031,0.10141,0.24190,0.18031,0.19185,non-corporate,0.40033,2021
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.32839,0.13070,0.04429,0.18554,0.13070,0.14048,non-corporate,0.63996,2021
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.26005,0.16197,0.08178,0.22744,0.16197,0.17419,non-corporate,0.53977,2021
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.24271,0.17606,0.09672,0.23807,0.17606,0.18763,non-corporate,0.44678,2021
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.24640,0.16826,0.08928,0.23581,0.16826,0.18094,non-corporate,0.51951,2021
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.26394,0.15845,0.07814,0.22506,0.15845,0.17092,non-corporate,0.55311,2021
97,Machinery,44994036766.64782,3330,Manufacturing,-0.24672,0.17154,0.09210,0.23561,0.17154,0.18348,non-corporate,0.49956,2021
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.29285,0.15582,0.07170,0.20733,0.15582,0.16513,non-corporate,0.63953,2021
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.21433,0.19181,0.11455,0.25548,0.19181,0.20366,non-corporate,0.42511,2021
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.26765,0.16154,0.08038,0.22279,0.16154,0.17294,non-corporate,0.56523,2021
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.19651,0.20170,0.12587,0.26640,0.20170,0.21384,non-corporate,0.38931,2021
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.22030,0.18641,0.10893,0.25182,0.18641,0.19861,non-corporate,0.46222,2021
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.24415,0.17573,0.09611,0.23719,0.17573,0.18708,non-corporate,0.49653,2021
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.48203,0.02679,-0.06872,0.09135,0.02679,0.03884,non-corporate,0.93792,2021
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.34091,0.11638,0.03025,0.17787,0.11638,0.12785,non-corporate,0.63866,2021
106,Support activities for mining,25044165259.49403,2130,Mining,-0.45573,0.04366,-0.05012,0.10747,0.04366,0.05557,non-corporate,0.88443,2021
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.26714,0.16717,0.08499,0.22310,0.16717,0.17708,non-corporate,0.51736,2021
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.27083,0.15975,0.07808,0.22083,0.15975,0.17087,non-corporate,0.57921,2021
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.38331,0.10211,0.01152,0.15187,0.10211,0.11100,non-corporate,0.73832,2021
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.40528,0.09355,0.00098,0.13840,0.09355,0.10152,non-corporate,0.70344,2021
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.17802,0.22715,0.15101,0.27774,0.22715,0.23646,non-corporate,0.09774,2021
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.46575,0.03765,-0.05682,0.10133,0.03765,0.04955,non-corporate,0.89433,2021
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.14843,0.22999,0.15761,0.29588,0.22999,0.24239,non-corporate,0.23582,2021
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.41126,0.07106,-0.01983,0.13474,0.07106,0.08281,non-corporate,0.83074,2021
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.50580,0.01293,-0.08424,0.07677,0.01293,0.02489,non-corporate,0.95924,2021
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.43543,0.05606,-0.03639,0.11992,0.05606,0.06792,non-corporate,0.86056,2021
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.40602,0.07442,-0.01601,0.13795,0.07442,0.08624,non-corporate,0.80324,2021
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.30598,0.13689,0.05296,0.19929,0.13689,0.14827,non-corporate,0.65280,2021
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.48402,0.02572,-0.06997,0.09012,0.02572,0.03772,non-corporate,0.94312,2021
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.40235,0.07746,-0.01286,0.14020,0.07746,0.08908,non-corporate,0.79472,2021
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.21836,0.19349,0.11520,0.25300,0.19349,0.20425,non-corporate,0.44814,2021
122,Utilities,110848021471.32501,2200,Utilities,-0.49910,0.01664,-0.08003,0.08088,0.01664,0.02866,non-corporate,0.95395,2021
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.14528,0.22870,0.15705,0.29781,0.22870,0.24189,non-corporate,0.22042,2021
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.09133,0.18631,0.12767,0.21399,0.28292,0.26820,corporate,0.30529,2021
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.23116,0.08847,0.02143,0.11328,0.19670,0.17907,corporate,0.73341,2021
